QueryNumber;[DocRanking, DocNumber, Similarity]
00001;[692, 577, 0.06095315006561775]
00001;[693, 371, 0.05990790095621968]
00001;[694, 1099, 0.05990790095621968]
00001;[695, 482, 0.05990790095621968]
00001;[696, 586, 0.05990790095621968]
00001;[697, 647, 0.05990790095621968]
00001;[698, 693, 0.05990790095621968]
00001;[699, 150, 0.05886265184682161]
00001;[700, 557, 0.05886265184682161]
00001;[701, 631, 0.05886265184682161]
00001;[702, 1155, 0.05886265184682161]
00001;[703, 578, 0.05886265184682161]
00001;[704, 119, 0.05886265184682161]
00001;[705, 188, 0.05886265184682161]
00001;[706, 259, 0.05886265184682161]
00001;[707, 1217, 0.05886265184682161]
00001;[708, 1216, 0.05886265184682161]
00001;[709, 424, 0.05886265184682161]
00001;[710, 773, 0.057817402737423536]
00001;[711, 804, 0.057817402737423536]
00001;[712, 414, 0.057817402737423536]
00001;[713, 1055, 0.057817402737423536]
00001;[714, 238, 0.057817402737423536]
00001;[715, 1164, 0.057817402737423536]
00001;[716, 868, 0.057817402737423536]
00001;[717, 343, 0.057817402737423536]
00001;[718, 715, 0.05677215362802546]
00001;[719, 196, 0.05677215362802546]
00001;[720, 876, 0.05677215362802546]
00001;[721, 760, 0.05677215362802546]
00001;[722, 635, 0.05677215362802546]
00001;[723, 1237, 0.05677215362802546]
00001;[724, 1062, 0.05677215362802546]
00001;[725, 576, 0.05677215362802546]
00001;[726, 404, 0.05677215362802546]
00001;[727, 1074, 0.05677215362802546]
00001;[728, 216, 0.05677215362802546]
00001;[729, 1096, 0.05677215362802546]
00001;[730, 149, 0.055726904518627385]
00001;[731, 569, 0.055726904518627385]
00001;[732, 706, 0.055726904518627385]
00001;[733, 346, 0.055726904518627385]
00001;[734, 1005, 0.055726904518627385]
00001;[735, 486, 0.055726904518627385]
00001;[736, 271, 0.055726904518627385]
00001;[737, 605, 0.055726904518627385]
00001;[738, 288, 0.055726904518627385]
00001;[739, 815, 0.055726904518627385]
00001;[740, 852, 0.055726904518627385]
00001;[741, 109, 0.055726904518627385]
00001;[742, 909, 0.055726904518627385]
00001;[743, 683, 0.055726904518627385]
00001;[744, 148, 0.05468165540922931]
00001;[745, 1059, 0.05468165540922931]
00001;[746, 102, 0.05468165540922931]
00001;[747, 847, 0.05468165540922931]
00001;[748, 218, 0.05468165540922931]
00001;[749, 53, 0.05468165540922931]
00001;[750, 285, 0.05468165540922931]
00001;[751, 750, 0.05468165540922931]
00001;[752, 1188, 0.05468165540922931]
00001;[753, 160, 0.05468165540922931]
00001;[754, 354, 0.05468165540922931]
00001;[755, 871, 0.05468165540922931]
00001;[756, 1006, 0.05468165540922931]
00001;[757, 1106, 0.05468165540922931]
00001;[758, 873, 0.05363640629983124]
00001;[759, 293, 0.05363640629983124]
00001;[760, 335, 0.05363640629983124]
00001;[761, 406, 0.05363640629983124]
00001;[762, 941, 0.05363640629983124]
00001;[763, 458, 0.05363640629983124]
00001;[764, 476, 0.05363640629983124]
00001;[765, 336, 0.05363640629983124]
00001;[766, 591, 0.05363640629983124]
00001;[767, 601, 0.05363640629983124]
00001;[768, 75, 0.05363640629983124]
00001;[769, 425, 0.05363640629983124]
00001;[770, 159, 0.05363640629983124]
00001;[771, 801, 0.05363640629983124]
00001;[772, 725, 0.05363640629983124]
00001;[773, 200, 0.05363640629983124]
00001;[774, 867, 0.05363640629983124]
00001;[775, 480, 0.05363640629983124]
00001;[776, 928, 0.05259115719043317]
00001;[777, 402, 0.05259115719043317]
00001;[778, 1145, 0.05259115719043317]
00001;[779, 466, 0.05259115719043317]
00001;[780, 1050, 0.05259115719043317]
00001;[781, 606, 0.05259115719043317]
00001;[782, 394, 0.05259115719043317]
00001;[783, 857, 0.05259115719043317]
00001;[784, 487, 0.05259115719043317]
00001;[785, 459, 0.05259115719043317]
00001;[786, 1180, 0.05259115719043317]
00001;[787, 691, 0.05259115719043317]
00001;[788, 736, 0.05259115719043317]
00001;[789, 560, 0.05259115719043317]
00001;[790, 207, 0.05259115719043317]
00001;[791, 1198, 0.05259115719043317]
00001;[792, 468, 0.05259115719043317]
00001;[793, 473, 0.05259115719043317]
00001;[794, 600, 0.05259115719043317]
00001;[795, 262, 0.0515459080810351]
00001;[796, 825, 0.0515459080810351]
00001;[797, 556, 0.0515459080810351]
00001;[798, 1071, 0.0515459080810351]
00001;[799, 722, 0.0515459080810351]
00001;[800, 1141, 0.0515459080810351]
00001;[801, 1119, 0.0515459080810351]
00001;[802, 651, 0.0515459080810351]
00001;[803, 1054, 0.0515459080810351]
00001;[804, 44, 0.0515459080810351]
00001;[805, 379, 0.0515459080810351]
00001;[806, 385, 0.0515459080810351]
00001;[807, 408, 0.0515459080810351]
00001;[808, 1229, 0.05050065897163702]
00001;[809, 1094, 0.05050065897163702]
00001;[810, 863, 0.05050065897163702]
00001;[811, 54, 0.05050065897163702]
00001;[812, 598, 0.05050065897163702]
00001;[813, 900, 0.05050065897163702]
00001;[814, 692, 0.05050065897163702]
00001;[815, 221, 0.05050065897163702]
00001;[816, 672, 0.05050065897163702]
00001;[817, 50, 0.05050065897163702]
00001;[818, 416, 0.05050065897163702]
00001;[819, 619, 0.049455409862238946]
00001;[820, 948, 0.049455409862238946]
00001;[821, 802, 0.049455409862238946]
00001;[822, 1040, 0.049455409862238946]
00001;[823, 1132, 0.049455409862238946]
00001;[824, 561, 0.049455409862238946]
00001;[825, 666, 0.049455409862238946]
00001;[826, 904, 0.049455409862238946]
00001;[827, 656, 0.049455409862238946]
00001;[828, 620, 0.048410160752840874]
00001;[829, 191, 0.048410160752840874]
00001;[830, 151, 0.048410160752840874]
00001;[831, 558, 0.048410160752840874]
00001;[832, 1126, 0.048410160752840874]
00001;[833, 1172, 0.024040729516155684]
00001;[834, 14, 0.022995480406757612]
00001;[835, 314, 0.02195023129735954]
00001;[836, 1043, 0.020904982187961465]
00001;[837, 1, 0.020904982187961465]
00001;[838, 1067, 0.019859733078563393]
00001;[839, 104, 0.019859733078563393]
00001;[840, 360, 0.019859733078563393]
00001;[841, 673, 0.01881448396916532]
00001;[842, 462, 0.01881448396916532]
00001;[843, 1016, 0.017769234859767245]
00001;[844, 1105, 0.017769234859767245]
00001;[845, 653, 0.017769234859767245]
00001;[846, 95, 0.017769234859767245]
00001;[847, 985, 0.016723985750369173]
00001;[848, 93, 0.016723985750369173]
00001;[849, 320, 0.016723985750369173]
00001;[850, 355, 0.016723985750369173]
00001;[851, 111, 0.016723985750369173]
00001;[852, 903, 0.0156787366409711]
00001;[853, 270, 0.0156787366409711]
00001;[854, 689, 0.0156787366409711]
00001;[855, 686, 0.0156787366409711]
00001;[856, 792, 0.0156787366409711]
00001;[857, 1151, 0.014633487531573027]
00001;[858, 358, 0.014633487531573027]
00001;[859, 470, 0.014633487531573027]
00001;[860, 251, 0.014633487531573027]
00001;[861, 372, 0.013588238422174952]
00001;[862, 838, 0.013588238422174952]
00001;[863, 786, 0.013588238422174952]
00001;[864, 209, 0.013588238422174952]
00001;[865, 55, 0.013588238422174952]
00001;[866, 644, 0.013588238422174952]
00001;[867, 341, 0.013588238422174952]
00001;[868, 72, 0.013588238422174952]
00001;[869, 645, 0.01254298931277688]
00001;[870, 954, 0.01254298931277688]
00001;[871, 1003, 0.01254298931277688]
00001;[872, 163, 0.01254298931277688]
00001;[873, 877, 0.01254298931277688]
00001;[874, 317, 0.01254298931277688]
00001;[875, 987, 0.01254298931277688]
00001;[876, 185, 0.011497740203378806]
00001;[877, 1117, 0.011497740203378806]
00001;[878, 865, 0.011497740203378806]
00001;[879, 713, 0.011497740203378806]
00001;[880, 1152, 0.011497740203378806]
00001;[881, 988, 0.011497740203378806]
00001;[882, 91, 0.011497740203378806]
00001;[883, 31, 0.011497740203378806]
00001;[884, 1048, 0.011497740203378806]
00001;[885, 769, 0.011497740203378806]
00001;[886, 891, 0.011497740203378806]
00001;[887, 639, 0.011497740203378806]
00001;[888, 1084, 0.011497740203378806]
00001;[889, 27, 0.010452491093980732]
00001;[890, 711, 0.010452491093980732]
00001;[891, 1116, 0.010452491093980732]
00001;[892, 1143, 0.010452491093980732]
00001;[893, 1220, 0.010452491093980732]
00001;[894, 697, 0.010452491093980732]
00001;[895, 1033, 0.010452491093980732]
00001;[896, 283, 0.010452491093980732]
00001;[897, 964, 0.010452491093980732]
00001;[898, 1036, 0.010452491093980732]
00001;[899, 34, 0.010452491093980732]
00001;[900, 429, 0.010452491093980732]
00001;[901, 1092, 0.010452491093980732]
00001;[902, 962, 0.010452491093980732]
00001;[903, 1160, 0.010452491093980732]
00001;[904, 880, 0.010452491093980732]
00001;[905, 1174, 0.010452491093980732]
00001;[906, 24, 0.010452491093980732]
00001;[907, 1165, 0.010452491093980732]
00001;[908, 872, 0.010452491093980732]
00001;[909, 1227, 0.00940724198458266]
00001;[910, 714, 0.00940724198458266]
00001;[911, 982, 0.00940724198458266]
00001;[912, 762, 0.00940724198458266]
00001;[913, 349, 0.00940724198458266]
00001;[914, 680, 0.00940724198458266]
00001;[915, 495, 0.00940724198458266]
00001;[916, 26, 0.00940724198458266]
00001;[917, 1157, 0.00940724198458266]
00001;[918, 641, 0.00940724198458266]
00001;[919, 807, 0.00940724198458266]
00001;[920, 395, 0.00940724198458266]
00001;[921, 250, 0.00940724198458266]
00001;[922, 549, 0.00940724198458266]
00001;[923, 731, 0.00940724198458266]
00001;[924, 993, 0.00940724198458266]
00001;[925, 688, 0.00940724198458266]
00001;[926, 253, 0.00940724198458266]
00001;[927, 431, 0.00940724198458266]
00001;[928, 1203, 0.00940724198458266]
00001;[929, 11, 0.00940724198458266]
00001;[930, 912, 0.00940724198458266]
00001;[931, 66, 0.00940724198458266]
00001;[932, 509, 0.008361992875184587]
00001;[933, 494, 0.008361992875184587]
00001;[934, 959, 0.008361992875184587]
00001;[935, 665, 0.008361992875184587]
00001;[936, 1212, 0.008361992875184587]
00001;[937, 752, 0.008361992875184587]
00001;[938, 632, 0.008361992875184587]
00001;[939, 917, 0.008361992875184587]
00001;[940, 846, 0.008361992875184587]
00001;[941, 671, 0.008361992875184587]
00001;[942, 1091, 0.008361992875184587]
00001;[943, 655, 0.008361992875184587]
00001;[944, 1153, 0.008361992875184587]
00001;[945, 803, 0.008361992875184587]
00001;[946, 294, 0.008361992875184587]
00001;[947, 630, 0.008361992875184587]
00001;[948, 173, 0.008361992875184587]
00001;[949, 195, 0.008361992875184587]
00001;[950, 1022, 0.008361992875184587]
00001;[951, 1181, 0.008361992875184587]
00001;[952, 1046, 0.008361992875184587]
00001;[953, 696, 0.008361992875184587]
00001;[954, 467, 0.008361992875184587]
00001;[955, 1078, 0.007316743765786514]
00001;[956, 1109, 0.007316743765786514]
00001;[957, 896, 0.007316743765786514]
00001;[958, 843, 0.007316743765786514]
00001;[959, 796, 0.007316743765786514]
00001;[960, 823, 0.007316743765786514]
00001;[961, 272, 0.007316743765786514]
00001;[962, 1223, 0.007316743765786514]
00001;[963, 123, 0.007316743765786514]
00001;[964, 777, 0.007316743765786514]
00001;[965, 174, 0.007316743765786514]
00001;[966, 393, 0.007316743765786514]
00001;[967, 1208, 0.007316743765786514]
00001;[968, 234, 0.007316743765786514]
00001;[969, 254, 0.007316743765786514]
00001;[970, 362, 0.007316743765786514]
00001;[971, 1035, 0.007316743765786514]
00001;[972, 1075, 0.007316743765786514]
00001;[973, 74, 0.007316743765786514]
00001;[974, 180, 0.007316743765786514]
00001;[975, 788, 0.007316743765786514]
00001;[976, 849, 0.007316743765786514]
00001;[977, 613, 0.00627149465638844]
00001;[978, 426, 0.00627149465638844]
00001;[979, 64, 0.00627149465638844]
00001;[980, 146, 0.00627149465638844]
00001;[981, 793, 0.00627149465638844]
00001;[982, 184, 0.00627149465638844]
00001;[983, 30, 0.00627149465638844]
00001;[984, 217, 0.00627149465638844]
00001;[985, 934, 0.00627149465638844]
00001;[986, 518, 0.00627149465638844]
00001;[987, 5, 0.00627149465638844]
00001;[988, 992, 0.00627149465638844]
00001;[989, 704, 0.00627149465638844]
00001;[990, 62, 0.00627149465638844]
00001;[991, 888, 0.00627149465638844]
00001;[992, 937, 0.00627149465638844]
00001;[993, 899, 0.00627149465638844]
00001;[994, 699, 0.00627149465638844]
00001;[995, 862, 0.00627149465638844]
00001;[996, 1207, 0.00627149465638844]
00001;[997, 199, 0.00627149465638844]
00001;[998, 233, 0.00627149465638844]
00001;[999, 727, 0.00627149465638844]
00001;[1000, 946, 0.00627149465638844]
00001;[1001, 292, 0.00627149465638844]
00001;[1002, 998, 0.00627149465638844]
00001;[1003, 938, 0.00627149465638844]
00001;[1004, 539, 0.00627149465638844]
00001;[1005, 1098, 0.00627149465638844]
00001;[1006, 94, 0.00627149465638844]
00001;[1007, 889, 0.00627149465638844]
00001;[1008, 816, 0.00627149465638844]
00001;[1009, 659, 0.00627149465638844]
00001;[1010, 388, 0.00627149465638844]
00001;[1011, 420, 0.00627149465638844]
00001;[1012, 599, 0.00627149465638844]
00001;[1013, 443, 0.00627149465638844]
00001;[1014, 1168, 0.00627149465638844]
00001;[1015, 1012, 0.00627149465638844]
00001;[1016, 790, 0.00627149465638844]
00001;[1017, 295, 0.00627149465638844]
00001;[1018, 1047, 0.00627149465638844]
00001;[1019, 1176, 0.00627149465638844]
00001;[1020, 1189, 0.00627149465638844]
00001;[1021, 634, 0.00627149465638844]
00001;[1022, 181, 0.005226245546990366]
00001;[1023, 457, 0.005226245546990366]
00001;[1024, 1020, 0.005226245546990366]
00001;[1025, 267, 0.005226245546990366]
00001;[1026, 9, 0.005226245546990366]
00001;[1027, 800, 0.005226245546990366]
00001;[1028, 1008, 0.005226245546990366]
00001;[1029, 84, 0.005226245546990366]
00001;[1030, 916, 0.005226245546990366]
00001;[1031, 859, 0.005226245546990366]
00001;[1032, 113, 0.005226245546990366]
00001;[1033, 913, 0.005226245546990366]
00001;[1034, 70, 0.005226245546990366]
00001;[1035, 979, 0.005226245546990366]
00001;[1036, 1060, 0.005226245546990366]
00001;[1037, 878, 0.005226245546990366]
00001;[1038, 364, 0.005226245546990366]
00001;[1039, 898, 0.005226245546990366]
00001;[1040, 1037, 0.005226245546990366]
00001;[1041, 984, 0.005226245546990366]
00001;[1042, 966, 0.005226245546990366]
00001;[1043, 832, 0.005226245546990366]
00001;[1044, 649, 0.005226245546990366]
00001;[1045, 382, 0.005226245546990366]
00001;[1046, 1131, 0.005226245546990366]
00001;[1047, 1238, 0.005226245546990366]
00001;[1048, 115, 0.005226245546990366]
00001;[1049, 99, 0.005226245546990366]
00001;[1050, 264, 0.005226245546990366]
00001;[1051, 87, 0.005226245546990366]
00001;[1052, 205, 0.005226245546990366]
00001;[1053, 1127, 0.005226245546990366]
00001;[1054, 475, 0.005226245546990366]
00001;[1055, 587, 0.005226245546990366]
00001;[1056, 422, 0.005226245546990366]
00001;[1057, 1124, 0.005226245546990366]
00001;[1058, 730, 0.005226245546990366]
00001;[1059, 413, 0.005226245546990366]
00001;[1060, 255, 0.005226245546990366]
00001;[1061, 169, 0.005226245546990366]
00001;[1062, 1112, 0.005226245546990366]
00001;[1063, 1226, 0.005226245546990366]
00001;[1064, 357, 0.005226245546990366]
00001;[1065, 337, 0.005226245546990366]
00001;[1066, 309, 0.005226245546990366]
00001;[1067, 193, 0.005226245546990366]
00001;[1068, 787, 0.004180996437592293]
00001;[1069, 1049, 0.004180996437592293]
00001;[1070, 684, 0.004180996437592293]
00001;[1071, 114, 0.004180996437592293]
00001;[1072, 698, 0.004180996437592293]
00001;[1073, 90, 0.004180996437592293]
00001;[1074, 824, 0.004180996437592293]
00001;[1075, 770, 0.004180996437592293]
00001;[1076, 690, 0.004180996437592293]
00001;[1077, 642, 0.004180996437592293]
00001;[1078, 10, 0.004180996437592293]
00001;[1079, 910, 0.004180996437592293]
00001;[1080, 1147, 0.004180996437592293]
00001;[1081, 774, 0.004180996437592293]
00001;[1082, 474, 0.004180996437592293]
00001;[1083, 228, 0.004180996437592293]
00001;[1084, 1182, 0.004180996437592293]
00001;[1085, 581, 0.004180996437592293]
00001;[1086, 366, 0.004180996437592293]
00001;[1087, 1057, 0.004180996437592293]
00001;[1088, 813, 0.004180996437592293]
00001;[1089, 668, 0.004180996437592293]
00001;[1090, 96, 0.004180996437592293]
00001;[1091, 1113, 0.004180996437592293]
00001;[1092, 897, 0.004180996437592293]
00001;[1093, 273, 0.004180996437592293]
00001;[1094, 806, 0.004180996437592293]
00001;[1095, 809, 0.004180996437592293]
00001;[1096, 419, 0.004180996437592293]
00001;[1097, 681, 0.004180996437592293]
00001;[1098, 1110, 0.004180996437592293]
00001;[1099, 1017, 0.004180996437592293]
00001;[1100, 830, 0.004180996437592293]
00001;[1101, 540, 0.004180996437592293]
00001;[1102, 1169, 0.004180996437592293]
00001;[1103, 340, 0.004180996437592293]
00001;[1104, 758, 0.004180996437592293]
00001;[1105, 924, 0.004180996437592293]
00001;[1106, 105, 0.004180996437592293]
00001;[1107, 638, 0.004180996437592293]
00001;[1108, 870, 0.004180996437592293]
00001;[1109, 662, 0.004180996437592293]
00001;[1110, 921, 0.004180996437592293]
00001;[1111, 820, 0.004180996437592293]
00001;[1112, 936, 0.00313574732819422]
00001;[1113, 763, 0.00313574732819422]
00001;[1114, 227, 0.00313574732819422]
00001;[1115, 275, 0.00313574732819422]
00001;[1116, 678, 0.00313574732819422]
00001;[1117, 797, 0.00313574732819422]
00001;[1118, 708, 0.00313574732819422]
00001;[1119, 381, 0.00313574732819422]
00001;[1120, 751, 0.00313574732819422]
00001;[1121, 952, 0.00313574732819422]
00001;[1122, 316, 0.00313574732819422]
00001;[1123, 826, 0.00313574732819422]
00001;[1124, 89, 0.00313574732819422]
00001;[1125, 779, 0.00313574732819422]
00001;[1126, 339, 0.00313574732819422]
00001;[1127, 472, 0.00313574732819422]
00001;[1128, 42, 0.00313574732819422]
00001;[1129, 1024, 0.00313574732819422]
00001;[1130, 212, 0.00313574732819422]
00001;[1131, 1166, 0.00313574732819422]
00001;[1132, 211, 0.00313574732819422]
00001;[1133, 629, 0.00313574732819422]
00001;[1134, 20, 0.00313574732819422]
00001;[1135, 35, 0.00313574732819422]
00001;[1136, 853, 0.00313574732819422]
00001;[1137, 492, 0.00313574732819422]
00001;[1138, 365, 0.00313574732819422]
00001;[1139, 164, 0.00313574732819422]
00001;[1140, 728, 0.00313574732819422]
00001;[1141, 677, 0.00313574732819422]
00001;[1142, 679, 0.0020904982187961467]
00001;[1143, 1133, 0.0020904982187961467]
00001;[1144, 757, 0.0020904982187961467]
00001;[1145, 906, 0.0020904982187961467]
00001;[1146, 421, 0.0020904982187961467]
00001;[1147, 1081, 0.0020904982187961467]
00001;[1148, 1184, 0.0020904982187961467]
00001;[1149, 1214, 0.0020904982187961467]
00001;[1150, 597, 0.0020904982187961467]
00001;[1151, 650, 0.0020904982187961467]
