Palavra;Documentos
III;['00083 ', '00242', '00242', '00244', '00244', '00244', '00244', '00244', '00244', '00244', '00244', '00244', '00415 ', '00415 ', '00726 ']
IQ;['00272', '00272']
IRT;['01128 ', '01128 ', '01128 ', '01128 ', '01135 ', '01135 ', '01135 ', '01135 ', '01135 ']
IV;['00545 ', '00726 ']
If;['00090 ', '00129 ', '00129 ', '00135 ', '00496 ', '00502 ', '00559 ', '00811 ', '00911 ', '00915 ', '00925 ', '01103 ', '01103 ', '01111 ', '01128 ', '01158 ']
IgA;['00018 ', '00018 ', '00018 ', '00415 ', '00415 ', '00415 ', '01170 ', '01170 ', '01172 ', '01172 ', '01173 ']
IgE;['01163 ', '01163 ']
IgG;['00279', '00281', '00281', '00415 ', '00415 ', '00415 ', '00430 ', '00740 ', '00936 ', '01163 ', '01170 ', '01172 ']
IgM;['00415 ', '00415 ', '01238 ', '01238 ', '01238 ']
Ileus;['00649 ']
Illness;['00136 ']
Immunological;['00104 ']
Impact;['00136 ']
Improved;['00439 ', '00559 ']
In;['00014 ', '00030 ', '00034 ', '00037 ', '00046 ', '00056 ', '00063 ', '00063 ', '00067 ', '00071 ', '00071 ', '00071 ', '00071 ', '00088 ', '00091 ', '00095 ', '00098 ', '00104 ', '00104 ', '00106 ', '00107 ', '00110 ', '00110 ', '00111 ', '00111 ', '00111 ', '00121 ', '00130 ', '00146 ', '00162 ', '00163 ', '00163 ', '00197', '00201', '00218', '00219', '00219', '00220', '00244', '00247', '00250', '00267', '00272', '00278', '00284', '00284', '00285', '00285', '00287', '00288', '00293', '00297', '00301', '00322', '00322', '00326', '00332', '00333', '00333', '00350', '00351', '00351', '00352', '00352', '00377 ', '00389 ', '00395 ', '00395 ', '00397 ', '00415 ', '00431 ', '00435 ', '00439 ', '00441 ', '00441 ', '00441 ', '00442 ', '00470 ', '00470 ', '00482 ', '00483 ', '00484 ', '00491 ', '00494 ', '00495 ', '00498 ', '00501 ', '00502 ', '00518 ', '00529 ', '00581 ', '00582 ', '00593 ', '00615 ', '00643 ', '00644 ', '00648 ', '00648 ', '00658 ', '00690 ', '00693 ', '00704 ', '00718 ', '00718 ', '00739 ', '00739 ', '00740 ', '00759 ', '00761 ', '00762 ', '00762 ', '00769 ', '00777 ', '00810 ', '00811 ', '00818 ', '00872 ', '00898 ', '00915 ', '00919 ', '00919 ', '00922 ', '00923 ', '00927 ', '00934 ', '00937 ', '01036 ', '01041 ', '01044 ', '01088 ', '01093 ', '01096 ', '01100 ', '01100 ', '01105 ', '01105 ', '01106 ', '01117 ', '01122 ', '01127 ', '01127 ', '01129 ', '01130 ', '01134 ', '01134 ', '01146 ', '01153 ', '01162 ', '01164', '01165 ', '01165 ', '01165 ', '01172 ', '01172 ', '01174 ', '01177 ', '01177 ', '01183 ', '01210 ', '01210 ', '01236 ']
Inborn;['01088 ', '01088 ', '01088 ', '01088 ', '01088 ']
Incidence;['00370 ']
Included;['00769 ']
Increased;['00185', '00322', '00607 ', '00714 ']
Increasing;['00018 ', '00018 ']
Indeed;['00397 ']
Index;['00206', '00206']
Indian;['00545 ']
Individual;['01195 ']
Individually;['01179 ']
Individuals;['00875 ']
Infant;['01098 ']
Infants;['00058 ', '01155 ']
Infection;['00592 ', '01065 ']
Infectious;['01091 ']
Infertility;['00352']
Information;['01004 ']
Infusions;['00962 ']
Inhalation;['00326']
Inhaled;['00511 ']
Initially;['00628 ']
Instead;['00120 ', '00430 ']
Institute;['01091 ']
Institutes;['00185']
Intensive;['01098 ']
Intermittent;['00438 ', '00872 ']
Interstitial;['00017 ']
Intralipid;['00290', '00544 ', '00962 ', '00962 ', '00962 ', '00962 ', '01168 ', '01168 ']
Investigations;['00276']
Iodide;['00508 ']
Iranian;['00836 ']
Iraqi;['00704 ', '00704 ']
Is;['00377 ', '00518 ', '00518 ']
Island;['00130 ']
Isles;['00617 ']
Isolated;['01166 ']
It;['00012 ', '00033 ', '00034 ', '00063 ', '00076 ', '00076 ', '00077 ', '00077 ', '00084 ', '00090 ', '00101 ', '00103 ', '00104 ', '00109 ', '00109 ', '00110 ', '00111 ', '00111 ', '00111 ', '00116 ', '00119 ', '00125 ', '00126 ', '00136 ', '00163 ', '00185', '00189', '00196', '00206', '00206', '00208', '00220', '00239', '00239', '00239', '00244', '00267', '00278', '00281', '00282', '00283', '00285', '00287', '00294', '00299', '00315', '00326', '00328', '00373 ', '00406 ', '00430 ', '00441 ', '00441 ', '00445 ', '00445 ', '00446 ', '00450 ', '00470 ', '00477 ', '00484 ', '00487 ', '00492 ', '00495 ', '00503 ', '00503 ', '00507 ', '00525 ', '00547 ', '00556 ', '00592 ', '00593 ', '00605 ', '00644 ', '00670 ', '00690 ', '00690 ', '00719 ', '00739 ', '00755 ', '00762 ', '00767 ', '00773 ', '00830 ', '00844 ', '00844 ', '00860 ', '00875 ', '00875 ', '00879 ', '00891 ', '00895 ', '00902 ', '00902 ', '00915 ', '00919 ', '00925 ', '00930 ', '00936 ', '00949 ', '00966 ', '00985 ', '01079 ', '01079 ', '01100 ', '01117 ', '01123 ', '01128 ', '01146 ', '01148 ', '01170 ', '01195 ', '01195 ', '01220 ']
Its;['00856 ', '01080 ']
J;['00216', '00759 ', '00759 ']
Jackson;['01098 ']
January;['00879 ', '00879 ', '01091 ']
Jejunal;['00034 ', '00755 ']
Jensen;['00649 ']
Johns;['00322']
Jones;['00206']
Jordan;['00902 ']
Journal;['00898 ']
July;['00395 ']
June;['00291', '00395 ']
K;['00125 ', '00125 ', '00125 ', '00216', '00216', '00217', '00218', '00468 ', '00468 ', '00487 ', '00811 ', '01108 ']
Kamaryt;['01206 ']
Kansas;['00693 ']
Katznelson;['00985 ']
Kern;['00658 ', '00658 ']
Key;['00739 ']
Klebsiella;['01065 ']
Klibsiella;['00384 ']
Knowledge;['00373 ', '01224 ']
Kodak;['00954 ']
Kojowsky;['01131 ']
Kollberg;['00280', '00280']
Kossa;['01193 ']
Kulcycki;['00692 ']
Kulczycki;['00268', '01165 ']
Kulczyki;['00102 ']
Kupffer;['00165 ']
L;['00287', '00287', '00542 ', '00542 ', '00856 ', '00856 ', '01100 ', '01100 ', '01100 ']
LDH;['00525 ', '00525 ', '00525 ']
LKB;['01210 ']
LP;['00769 ', '00769 ', '00769 ']
Lability;['00206']
Laboratory;['00196', '00719 ']
Lack;['00822 ']
Lactase;['00482 ']
Lake;['00628 ']
Lee;['00098 ']
Lesch;['01031 ']
Leucocyte;['00083 ']
Levels;['00844 ', '01161 ', '01161 ']
Liability;['00206']
Lieberman;['00279', '00279', '00279', '00925 ']
Like;['00919 ']
Limulus;['00270']
Little;['00017 ']
Lober;['00185', '00185']
Lock;['00146 ']
Long;['00130 ', '00934 ']
Loose;['00101 ']
Low;['00798 ', '01159 ']
Lower;['00384 ']
Lung;['00242']
Lymphocytic;['01044 ']
Lysosomal;['01146 ']
M;['00697 ', '00697 ', '00697 ', '00697 ', '00927 ', '01211 ']
MCA;['01140 ', '01140 ']
MCT;['00501 ', '00501 ']
MI;['00798 ', '00798 ']
MMEV;['00843 ']
MPS;['00798 ', '00798 ', '00798 ', '00798 ', '00798 ']
MTTR;['00502 ']
MTTRs;['00502 ', '00502 ']
MUGB;['01130 ', '01130 ', '01136 ', '01136 ', '01140 ', '01140 ', '01140 ', '01140 ']
MW;['00444 ']
MacLean;['00091 ']
Magos;['00494 ']
Major;['00607 ']
Making;['01186 ']
Malabsorption;['00322', '00933 ', '01158 ']
Malnourished;['01113 ']
Management;['00237', '00333']
Mangos;['00507 ']
Mannheim;['00483 ', '00492 ', '00697 ', '01176 ']
Many;['00237', '00267', '00398 ', '00398 ', '00559 ', '00930 ', '01162 ']
March;['00267', '00267']
Margaret;['00838 ']
Marked;['00116 ']
Massive;['00801 ']
Maternal;['00037 ']
Maternity;['00291']
Mauriac;['01105 ', '01113 ', '01113 ']
Mavrou;['00105 ']
Maxwell;['01138 ']
May;['00110 ', '00759 ', '00922 ', '00922 ', '00922 ']
Md;['01091 ']
Mean;['01165 ']
Measurement;['00437 ', '00495 ']
Meconium;['00649 ', '00649 ', '00835 ', '00835 ', '00991 ', '01178 ', '01182 ']
Medical;['00030 ', '00185', '00559 ', '00704 ', '00736 ', '00910 ', '00927 ']
Meeting;['01182 ']
Memorial;['01098 ']
Mendelian;['00189', '00343', '00911 ']
Metabolism;['00581 ']
Metchnikoff;['00270']
Midlands;['00039 ']
Mikity;['00768 ']
Mild;['00250']
Milk;['00714 ']
Minnesota;['00213']
Minor;['00534 ']
Miscellaneous;['00505 ']
Mist;['00438 ']
Mitchell;['01099 ', '01099 ']
Mongoloid;['00039 ']
More;['00213', '00767 ', '01072 ']
Moreover;['00118 ', '00359 ']
Morphological;['00350', '00423 ']
Most;['00014 ', '00046 ', '00330', '00331', '00332', '00360 ', '00628 ', '00808 ']
Mr;['00281', '00290', '00290', '00397 ']
Mrs;['01127 ']
Much;['00326']
Mucociliary;['00196']
Mucoid;['00451 ', '00451 ']
Mucous;['00300']
Mucus;['00498 ']
Mukherji;['00615 ', '00615 ']
Mulitphor;['01210 ']
Muscle;['00030 ']
My;['00315', '00910 ']
N;['00111 ', '00111 ', '00111 ', '00111 ', '00111 ', '00542 ', '01100 ', '01100 ', '01100 ']
NIH;['00559 ']
Na;['00106 ', '00106 ', '00106 ', '00106 ', '00125 ', '00125 ', '00125 ', '00125 ', '00125 ', '00125 ', '00276', '00441 ', '00808 ', '01159 ']
Nadlers;['01140 ']
Nasal;['00250', '00322']
National;['00060 ', '00185', '00559 ', '01091 ']
Nearly;['00129 ']
Nedler;['01140 ']
Negroes;['00503 ']
Negroid;['00039 ']
Neither;['00434 ', '01123 ']
Neonatal;['00037 ']
Nevertheless;['00118 ', '00627 ', '00836 ']
New;['00030 ', '00130 ', '00216', '00927 ']
Newfoundland;['00218']
Niemann;['00545 ']
Ninety;['01033 ']
No;['00071 ', '00102 ', '00118 ', '00185', '00268', '00343', '00370 ', '00525 ', '00529 ', '00830 ', '01097 ', '01103 ', '01130 ', '01157 ']
None;['00529 ', '00769 ', '00810 ', '00902 ']
Nonspecific;['00432 ']
Nor;['00201']
Normal;['00033 ', '00109 ', '00268', '00791 ', '01028 ']
Norman;['00116 ', '00244', '00377 ']
North;['00343', '00452 ']
Nothing;['00503 ', '01156 ']
Now;['00489 ']
Nutritional;['00185', '00443 ', '00581 ']
Nyhan;['01031 ']
O;['00083 ', '01039 ']
OH;['01106 ', '01108 ']
OHCF;['00726 ', '00726 ', '00726 ']
OHD;['01108 ', '01108 ', '01108 ', '01108 ']
OX;['00104 ']
Observers;['00216']
Obviously;['00197']
Occasionally;['00582 ', '00929 ']
Of;['00037 ', '00111 ', '00111 ', '00268', '00291', '00511 ', '00617 ', '00649 ', '01031 ']
Ohno;['00832 ', '00832 ']
On;['00377 ', '00508 ', '00592 ', '00658 ', '00755 ', '00860 ', '01098 ', '01168 ']
One;['00038 ', '00272', '00291', '00299', '00325', '00333', '00430 ', '00511 ', '00716 ', '00773 ', '00882 ', '01028 ', '01096 ', '01099 ', '01105 ', '01117 ', '01156 ', '01156 ', '01185 ']
Only;['00846 ', '01151 ', '01169 ', '01189 ']
Oregon;['00922 ']
Organic;['00441 ']
Organization;['00241', '00446 ']
Orientals;['00392 ']
Orion;['00038 ']
Ospexin;['01181 ']
Other;['00135 ', '00250', '00456 ']
Our;['00019 ', '00071 ', '00107 ', '00116 ', '00185', '00185', '00208', '00208', '00217', '00222', '00238', '00272', '00279', '00286', '00431 ', '00470 ', '00470 ', '00477 ', '00494 ', '00494 ', '00508 ', '00508 ', '00658 ', '00658 ', '00689 ', '00691 ', '00692 ', '00697 ', '00697 ', '00726 ', '00736 ', '00781 ', '00798 ', '00898 ', '00910 ', '00934 ', '01037 ', '01040 ', '01044 ', '01129 ', '01131 ', '01131 ', '01131 ', '01132 ', '01135 ', '01140 ', '01169 ', '01181 ', '01206 ', '01210 ', '01238 ']
Over;['00219', '00501 ', '00719 ', '00860 ']
P;['00106 ', '00277', '00287', '00293', '00293', '00293', '00293', '00293', '00451 ', '00451 ', '00451 ', '00525 ', '00716 ', '00716 ', '00830 ', '00919 ', '00922 ', '00922 ', '01091 ', '01160 ', '01160 ', '01160 ', '01160 ', '01160 ', '01160 ', '01171 ', '01171 ', '01173 ', '01173 ', '01173 ', '01173 ']
PABA;['01117 ', '01117 ', '01117 ']
PAO;['00451 ']
PAT;['00451 ']
PEF;['00206']
PF;['00285']
PG;['01159 ']
PGE;['01159 ', '01159 ', '01159 ', '01159 ', '01159 ', '01159 ', '01159 ']
PI;['01206 ', '01206 ', '01206 ', '01206 ', '01206 ']
PPA;['01140 ', '01140 ']
Paediatric;['00153 ', '00456 ']
Pakistani;['00039 ']
Panatomic;['00954 ']
Pancreatic;['00135 ', '00333', '00643 ', '01033 ']
Parents;['00169']
Particles;['00511 ']
Particular;['00875 ']
Pathologic;['00468 ']
Pathophysiology;['00241']
Patient;['00694 ', '00694 ', '00694 ', '00990 ']
Patients;['00030 ', '00063 ', '00104 ', '00185', '00212', '00212', '00268', '00415 ', '00471 ', '00601 ', '00643 ', '00732 ', '00929 ', '01169 ', '01218 ']
Pediatric;['01122 ']
Pediatricians;['00997 ']
Perhaps;['00018 ', '00216', '00440 ', '00732 ', '00941 ', '01105 ', '01106 ']
Peripheral;['00508 ']
Physicians;['01186 ']
Physiological;['00423 ']
Physiotherapy;['00213', '00327']
PiZZ;['00071 ', '00071 ', '00071 ']
Pick;['00545 ']
Pilot;['00627 ']
Pitot;['00125 ']
Plain;['00037 ']
Plasma;['01171 ']
Pneumococcus;['00384 ']
Pneumoperitoneum;['00037 ']
Pneumothorax;['00332', '00363 ']
Polley;['00689 ']
Population;['00476 ']
Possibly;['00098 ']
Postural;['00129 ', '00327']
Powell;['00268']
Pre;['00845 ']
Precipitins;['00384 ']
Preliminary;['00444 ']
Prenatal;['00014 ', '00014 ', '00360 ', '00370 ']
Presbyterian;['00030 ']
Presentation;['00837 ']
Previous;['01136 ']
Prior;['00105 ', '00360 ', '01041 ']
Probably;['00217']
Problem;['00935 ']
Problems;['00359 ']
Professor;['00103 ', '00103 ', '00115 ', '00116 ', '00213', '00216', '00217', '00218', '00544 ', '00925 ']
Profound;['00582 ']
Progress;['00895 ']
Prolactin;['00406 ']
Prophylactic;['00213']
Prosser;['00280', '00280']
Protein;['00442 ']
Proteus;['00104 ', '00104 ', '00281', '00281', '00384 ', '01065 ']
Ps;['00110 ']
Pseudomonas;['00018 ', '00018 ', '00135 ', '00282', '00384 ', '00384 ', '00505 ', '00556 ', '00556 ', '00590 ', '00590 ', '00922 ', '01065 ', '01091 ', '01171 ', '01180 ']
Public;['00315']
Pulmonary;['00017 ', '00370 ', '00438 ', '01004 ']
Purification;['00726 ']
Pyocyaneus;['01180 ']
Qualitative;['01004 ']
Quantitation;['00293']
Quebec;['00222']
Quinacrine;['00363 ']
Quissell;['00125 ']
R;['00104 ', '00118 ', '00118 ', '00118 ', '00118 ', '00118 ', '00118 ', '00118 ', '00118 ', '00118 ', '00118 ', '00216', '00217', '00218', '00277', '00293', '00293', '00544 ']
RNA;['00436 ', '00494 ', '00494 ', '00504 ', '01103 ']
RNase;['00830 ', '00830 ', '00830 ']
RV;['00843 ']
Raine;['00280']
Rao;['00019 ', '01140 ']
Rapid;['00014 ', '00201']
Rapidly;['01177 ']
Rather;['00058 ', '00690 ', '01123 ']
Recent;['00505 ', '00570 ']
Recently;['00264', '00430 ', '00930 ', '01160 ', '01176 ', '01223 ', '01236 ']
Recognition;['00095 ']
Redmond;['01138 ']
Reduced;['00126 ']
Reference;['00196']
Relatively;['00911 ']
Reports;['00213', '01185 ']
Representative;['00726 ']
Research;['00490 ', '00922 ', '00937 ', '01188 ', '01218 ']
Respiratory;['00370 ', '00761 ', '00879 ']
Response;['00326']
Responsiveness;['01044 ']
Results;['01066 ']
Review;['00095 ']
Reviewing;['00449 ']
Rickettsia;['00104 ', '00281']
Rivers;['00290']
Robertson;['00121 ', '00121 ']
Robinson;['00208', '00377 ']
Roentgenologic;['00016 ']
Roller;['00658 ', '00658 ']
Romer;['01129 ', '01129 ', '01129 ']
Rosenstein;['00798 ']
Routine;['00098 ']
Royal;['00762 ']
Russell;['00012 ', '00012 ', '00012 ']
S;['00121 ', '00121 ', '00442 ', '00487 ', '00922 ', '00922 ', '00922 ', '01170 ']
SACE;['01129 ', '01129 ', '01129 ', '01129 ', '01129 ', '01129 ', '01129 ', '01129 ', '01132 ', '01132 ', '01132 ', '01132 ']
SIADH;['00694 ', '00694 ', '00694 ']
SIgA;['00860 ']
SO;['00106 ', '00106 ', '00106 ', '00106 ']
Sachs;['00076 ', '00442 ']
Saliva;['00201']
Salt;['00135 ']
Samples;['00291', '00714 ']
Samuels;['00289']
San;['00222']
Sant;['00103 ', '00112 ']
Schauf;['00692 ']
Scholey;['00949 ', '00949 ', '00949 ']
Schwachman;['00278', '00286', '00489 ']
Schwarz;['00811 ']
Sciences;['00922 ']
Screening;['00076 ', '00076 ', '00333', '00482 ', '00491 ', '00991 ', '01211 ']
Sea;['00109 ']
Second;['00437 ', '00719 ', '00822 ']
Secondly;['00494 ', '00617 ']
Secretory;['01170 ']
Section;['00465 ', '00465 ', '00465 ', '00465 ']
Sections;['00755 ']
Sephadex;['00726 ', '00726 ']
Sera;['00222', '00406 ', '00415 ']
Serum;['00325']
Seven;['00242', '00752 ']
Seventeen;['00704 ']
Seventy;['00843 ']
Several;['00370 ', '00392 ', '00439 ', '00503 ', '00504 ', '00798 ', '00856 ', '01175 ', '01210 ']
She;['01184 ']
Shortly;['00014 ']
Shwachman;['00102 ', '00268', '00301', '00377 ', '00478 ', '00643 ', '00791 ', '01158 ', '01165 ']
Sick;['00406 ', '00762 ']
Silver;['00012 ', '00012 ']
Similar;['00649 ']
Similarly;['00287']
Simple;['00244']
Since;['00018 ', '00067 ', '00088 ', '00098 ', '00110 ', '00201', '00215', '00297', '00377 ', '00392 ', '00397 ', '00438 ', '00484 ', '00501 ', '00559 ', '00689 ', '00691 ', '00740 ', '00791 ', '00898 ', '01157 ', '01175 ', '01182 ']
Singapore;['00276']
Sinusitis;['00058 ']
Six;['00019 ', '00910 ', '00962 ']
Skin;['00105 ']
Slow;['00201']
Smalley;['00927 ']
Smith;['00216', '00534 ', '00739 ']
Sodium;['00716 ']
Soldin;['00773 ']
Solubilization;['00497 ']
Some;['00104 ', '00299', '00711 ']
South;['00104 ', '00276', '00276', '00343', '00343', '01166 ']
Southmead;['00037 ']
Special;['00165 ', '00165 ', '00165 ']
Specific;['00136 ', '00432 ', '00882 ', '01068 ']
Spermidine;['00436 ']
St;['00291']
Staff;['00628 ']
Staph;['00110 ', '00110 ', '00923 ', '00923 ', '00923 ']
Staphylococcal;['00088 ']
Staphylococcus;['00135 ', '00300', '00505 ', '00718 ', '00860 ', '00860 ', '00922 ', '00923 ']
Stapleton;['01103 ']
Stated;['00359 ']
States;['00060 ', '00222', '00559 ', '00582 ', '00997 ', '01179 ']
Statistical;['01162 ']
Steatorrhea;['01108 ']
Steatosis;['00601 ']
Stern;['00926 ', '00926 ']
Stimulated;['00544 ']
Stuart;['00281']
Student;['00107 ', '00689 ']
Studies;['00165 ', '00270', '00505 ', '00596 ', '01161 ']
Study;['00465 ']
Subsequently;['00704 ']
Such;['00046 ', '00083 ', '00250', '00484 ', '01173 ']
Super;['00343']
Surgical;['00058 ']
Susceptibility;['00487 ']
Suspension;['00018 ']
Sweat;['00147 ', '00300', '00392 ', '01159 ']
Symptoms;['00133 ', '00250']
Szczepanski;['00716 ']
T;['00111 ', '00111 ', '00111 ', '00111 ', '00111 ', '00432 ', '01165 ', '01165 ', '01165 ', '01165 ', '01165 ']
TBG;['01165 ', '01165 ']
TGC;['00601 ']
THP;['01148 ', '01148 ', '01160 ', '01160 ', '01160 ', '01160 ']
TIC;['00071 ', '00071 ', '00071 ', '00071 ', '00071 ']
TLC;['00843 ']
TRH;['01165 ']
TSBA;['01162 ', '01162 ', '01162 ', '01162 ']
TSH;['01165 ', '01165 ']
Table;['00507 ']
Tamm;['01068 ', '01146 ', '01148 ', '01160 ']
Taussig;['00012 ', '00351', '00352', '00985 ']
Tay;['00076 ', '00442 ']
Taylor;['00285']
TbIgG;['00936 ', '00936 ']
Teaching;['00704 ']
Ten;['00130 ', '01223 ']
Test;['01182 ']
Testing;['00465 ']
Tests;['00643 ']
Thai;['00262']
Thailand;['00262']
That;['00272', '00926 ']
The;['00012 ', '00012 ', '00014 ', '00014 ', '00016 ', '00017 ', '00019 ', '00019 ', '00019 ', '00034 ', '00034 ', '00037 ', '00037 ', '00038 ', '00038 ', '00038 ', '00038 ', '00038 ', '00039 ', '00039 ', '00046 ', '00056 ', '00058 ', '00060 ', '00060 ', '00060 ', '00063 ', '00063 ', '00067 ', '00067 ', '00067 ', '00071 ', '00071 ', '00071 ', '00072 ', '00072 ', '00072 ', '00076 ', '00077 ', '00077 ', '00077 ', '00083 ', '00083 ', '00090 ', '00094 ', '00094 ', '00095 ', '00098 ', '00098 ', '00102 ', '00103 ', '00103 ', '00105 ', '00106 ', '00106 ', '00107 ', '00107 ', '00107 ', '00111 ', '00111 ', '00112 ', '00118 ', '00118 ', '00118 ', '00119 ', '00121 ', '00125 ', '00126 ', '00126 ', '00126 ', '00129 ', '00133 ', '00133 ', '00136 ', '00136 ', '00142 ', '00146 ', '00146 ', '00147 ', '00147 ', '00153 ', '00153 ', '00162 ', '00162 ', '00163 ', '00163 ', '00163 ', '00164 ', '00165 ', '00165 ', '00165 ', '00169', '00185', '00189', '00189', '00196', '00197', '00203', '00203', '00203', '00206', '00208', '00213', '00215', '00215', '00215', '00215', '00215', '00218', '00219', '00219', '00238', '00238', '00238', '00239', '00242', '00242', '00244', '00244', '00247', '00262', '00264', '00268', '00268', '00268', '00268', '00268', '00270', '00272', '00276', '00276', '00277', '00277', '00278', '00278', '00278', '00279', '00281', '00283', '00286', '00286', '00288', '00288', '00293', '00294', '00296', '00297', '00297', '00297', '00297', '00301', '00301', '00322', '00322', '00322', '00325', '00326', '00328', '00328', '00328', '00330', '00330', '00331', '00331', '00331', '00331', '00332', '00333', '00333', '00333', '00333', '00333', '00350', '00350', '00359 ', '00360 ', '00360 ', '00360 ', '00370 ', '00370 ', '00373 ', '00373 ', '00373 ', '00373 ', '00392 ', '00392 ', '00395 ', '00395 ', '00415 ', '00415 ', '00415 ', '00431 ', '00431 ', '00431 ', '00432 ', '00433 ', '00434 ', '00435 ', '00440 ', '00441 ', '00441 ', '00441 ', '00441 ', '00442 ', '00443 ', '00443 ', '00443 ', '00444 ', '00445 ', '00445 ', '00446 ', '00450 ', '00450 ', '00451 ', '00452 ', '00452 ', '00452 ', '00452 ', '00452 ', '00456 ', '00465 ', '00468 ', '00468 ', '00470 ', '00471 ', '00483 ', '00484 ', '00485 ', '00489 ', '00490 ', '00492 ', '00492 ', '00494 ', '00495 ', '00496 ', '00496 ', '00500 ', '00501 ', '00502 ', '00502 ', '00503 ', '00504 ', '00504 ', '00505 ', '00507 ', '00507 ', '00508 ', '00510 ', '00511 ', '00516 ', '00516 ', '00516 ', '00516 ', '00516 ', '00517 ', '00525 ', '00534 ', '00538 ', '00538 ', '00542 ', '00542 ', '00542 ', '00544 ', '00544 ', '00559 ', '00559 ', '00559 ', '00559 ', '00581 ', '00586 ', '00586 ', '00590 ', '00590 ', '00592 ', '00593 ', '00593 ', '00601 ', '00602 ', '00605 ', '00607 ', '00607 ', '00615 ', '00615 ', '00615 ', '00628 ', '00643 ', '00643 ', '00649 ', '00670 ', '00670 ', '00687 ', '00689 ', '00689 ', '00689 ', '00689 ', '00693 ', '00694 ', '00694 ', '00697 ', '00713 ', '00713 ', '00713 ', '00714 ', '00714 ', '00716 ', '00719 ', '00719 ', '00719 ', '00719 ', '00719 ', '00719 ', '00730 ', '00732 ', '00736 ', '00752 ', '00752 ', '00752 ', '00755 ', '00756 ', '00762 ', '00762 ', '00767 ', '00768 ', '00768 ', '00769 ', '00769 ', '00769 ', '00773 ', '00777 ', '00791 ', '00791 ', '00797 ', '00798 ', '00801 ', '00822 ', '00822 ', '00824 ', '00830 ', '00832 ', '00835 ', '00835 ', '00835 ', '00836 ', '00837 ', '00838 ', '00838 ', '00844 ', '00844 ', '00844 ', '00845 ', '00856 ', '00860 ', '00860 ', '00860 ', '00872 ', '00872 ', '00879 ', '00879 ', '00881 ', '00881 ', '00882 ', '00882 ', '00891 ', '00891 ', '00898 ', '00903 ', '00911 ', '00922 ', '00925 ', '00926 ', '00928 ', '00930 ', '00930 ', '00931 ', '00931 ', '00934 ', '00935 ', '00937 ', '00938 ', '00940 ', '00941 ', '00942 ', '00944 ', '00944 ', '00949 ', '00949 ', '00962 ', '00962 ', '00962 ', '00966 ', '00979 ', '00990 ', '00991 ', '01001 ', '01022 ', '01022 ', '01028 ', '01028 ', '01031 ', '01033 ', '01036 ', '01036 ', '01036 ', '01037 ', '01037 ', '01039 ', '01065 ', '01065 ', '01066 ', '01066 ', '01066 ', '01070 ', '01079 ', '01079 ', '01088 ', '01091 ', '01093 ', '01096 ', '01105 ', '01105 ', '01105 ', '01106 ', '01108 ', '01108 ', '01108 ', '01109 ', '01111 ', '01117 ', '01123 ', '01128 ', '01130 ', '01131 ', '01134 ', '01135 ', '01138 ', '01139 ', '01139 ', '01140 ', '01146 ', '01151 ', '01152 ', '01152 ', '01152 ', '01152 ', '01153 ', '01153 ', '01155 ', '01155 ', '01155 ', '01156 ', '01156 ', '01160 ', '01161 ', '01162 ', '01164', '01164', '01165 ', '01167 ', '01167 ', '01168 ', '01169 ', '01170 ', '01170 ', '01171 ', '01172 ', '01172 ', '01172 ', '01172 ', '01172 ', '01173 ', '01174 ', '01175 ', '01175 ', '01176 ', '01176 ', '01177 ', '01179 ', '01180 ', '01181 ', '01181 ', '01181 ', '01182 ', '01183 ', '01184 ', '01185 ', '01186 ', '01186 ', '01186 ', '01186 ', '01188 ', '01188 ', '01189 ', '01193 ', '01193 ', '01195 ', '01206 ', '01206 ', '01210 ', '01211 ', '01220 ', '01224 ', '01224 ', '01226 ', '01226 ', '01234 ', '01236 ']
